30aec518d47a4b7601ef0ca1918b779a1159e5ac,DELETE,executable,resources/jre/bin/WinFallbackLookup.dll,25288,
0962b30ad103140aee23c76b6d93fb0604cbec70,DELETE,executable,resources/jre/bin/api-ms-win-core-console-l1-1-0.dll,12224,
21bb3ad169a2caa9b18eaf7b9c2ca9d84c958105,DELETE,executable,resources/jre/bin/api-ms-win-core-console-l1-2-0.dll,12224,
a268730b385009cf608f0cad0208f3cbdbb4b6e4,DELETE,executable,resources/jre/bin/api-ms-win-core-datetime-l1-1-0.dll,11712,
035e2687a27b8f2fb809802f2064f4b36aeeeab5,DELETE,executable,resources/jre/bin/api-ms-win-core-debug-l1-1-0.dll,11720,
192ede94cdcad0f5302ffc0144491bce90260868,DELETE,executable,resources/jre/bin/api-ms-win-core-errorhandling-l1-1-0.dll,11720,
68ee784cf4e5c39cdee41a91838b3cc4b7cb8f5f,DELETE,executable,resources/jre/bin/api-ms-win-core-file-l1-1-0.dll,15304,
8600b9ecc3beaa8a0ef3a94190f1a2ff92b75c6d,DELETE,executable,resources/jre/bin/api-ms-win-core-file-l1-2-0.dll,11712,
9cb6b014b8c00853c04258f464ad3690d1e9de8e,DELETE,executable,resources/jre/bin/api-ms-win-core-file-l2-1-0.dll,11720,
90678c60f0f440b715c9f1e03af4a710b3fc46ce,DELETE,executable,resources/jre/bin/api-ms-win-core-handle-l1-1-0.dll,11720,
ed9d3168cfe4f90b7cdc4e5c7ce71b967768a84c,DELETE,executable,resources/jre/bin/api-ms-win-core-heap-l1-1-0.dll,12232,
434e8e7329ddcef9ddddf34946e2e0d2cacbf55c,DELETE,executable,resources/jre/bin/api-ms-win-core-interlocked-l1-1-0.dll,11712,
0893de0faa899b6cfb35320667491db1f9f3f116,DELETE,executable,resources/jre/bin/api-ms-win-core-libraryloader-l1-1-0.dll,12736,
4a3db1f58237b88c4e05849bb852f4f0bf562ca5,DELETE,executable,resources/jre/bin/api-ms-win-core-localization-l1-2-0.dll,14280,
9cb8b976e7e79c9dab64e4e1f200ad0088f77d4a,DELETE,executable,resources/jre/bin/api-ms-win-core-memory-l1-1-0.dll,12224,
